in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,evict_expired,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
wm_t,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,197819321,149911986,8088593,0,17895056,0,21923686,39818742,8736199,570481
wm_t,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,197819321,149702421,9143080,0,17895056,0,21078764,38973820,10071464,825047
wm_t,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,197819321,150407950,5411184,0,17895056,0,24105131,42000187,5566449,129167
wm_t,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,197819321,150601196,4148381,0,17895056,0,25174688,43069744,4218711,55502
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,197819321,150842551,1939899,0,17895056,0,27141815,45036871,1949742,6423
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,197819321,150407950,5411184,0,17895056,0,24105131,42000187,5566449,129167
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,197819321,150601196,4148381,0,17895056,0,25174688,43069744,4218711,55502
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,197819321,149911986,8088593,0,17895056,0,21923686,39818742,8736199,570481
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,197819321,150161485,6781292,0,17895056,0,22981488,40876544,7130915,300495
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,197819321,149702421,9143080,0,17895056,0,21078764,38973820,10071464,825047
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,197819321,149633497,9491543,0,17895056,0,20799225,38694281,10552184,946938
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,197819321,149555781,9882246,0,17895056,0,20486238,38381294,11114749,1105261
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,197819321,150842551,1939899,0,17895056,0,27141815,45036871,1949742,6423
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,197819321,150948566,0,0,17895056,0,28975699,46870755,0,0
wm_t,2048,1,sieve,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,197819321,150948566,0,0,17895056,0,28975699,46870755,0,0
wm_t,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,197819321,149555781,9882246,0,17895056,0,20486238,38381294,11114749,1105261
wm_t,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,197819321,149633497,9491543,0,17895056,0,20799225,38694281,10552184,946938
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,197819321,150601196,4148381,0,17895056,0,25174688,43069744,4218711,55502
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,197819321,150407950,5411184,0,17895056,0,24105131,42000187,5566449,129167
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,197819321,150161485,6781292,0,17895056,0,22981488,40876544,7130915,300495
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,197819321,150948566,0,0,17895056,0,28975699,46870755,0,0
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,197819321,149911986,8088593,0,17895056,0,21923686,39818742,8736199,570481
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,197819321,149702421,9143080,0,17895056,0,21078764,38973820,10071464,825047
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,197819321,149633497,9491543,0,17895056,0,20799225,38694281,10552184,946938
wm_t,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,197819321,149555781,9882246,0,17895056,0,20486238,38381294,11114749,1105261
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,197819321,150842551,1939899,0,17895056,0,27141815,45036871,1949742,6423
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,197819321,150601196,4148381,0,17895056,0,25174688,43069744,4218711,55502
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,197819321,150407950,5411184,0,17895056,0,24105131,42000187,5566449,129167
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,197819321,150161485,6781292,0,17895056,0,22981488,40876544,7130915,300495
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,197819321,149911986,8088593,0,17895056,0,21923686,39818742,8736199,570481
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,197819321,149702421,9143080,0,17895056,0,21078764,38973820,10071464,825047
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,197819321,149633497,9491543,0,17895056,0,20799225,38694281,10552184,946938
wm_t,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,197819321,149555781,9882246,0,17895056,0,20486238,38381294,11114749,1105261
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,2656114237,2424540282,67230780,0,49718043,0,114625132,164343175,68839202,1280957
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,2656114237,2426380611,56564911,0,49718043,0,123450672,173168715,57259999,505382
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,2656114237,2430789432,0,0,49718043,0,175606762,225324805,0,0
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,2656114237,2430153789,12520436,0,49718043,0,163721969,213440012,12564618,21057
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,2656114237,2428365828,39795722,0,49718043,0,138234644,187952687,40095007,199694
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,2656114237,2422656221,77199572,0,49718043,0,106540401,156258444,80145115,2449150
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,2656114237,2420602101,87414502,0,49718043,0,98379591,148097634,92344937,4199108
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,2656114237,2421171580,84609895,0,49718043,0,100614719,150332762,88843829,3576095
wm_u,2048,1,lru,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,2656114237,2420082065,89978646,0,49718043,0,96335483,146053526,95806858,5020820
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,2656114237,2428365828,39795722,0,49718043,0,138234644,187952687,40095007,199694
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,2656114237,2421171580,84609895,0,49718043,0,100614719,150332762,88843829,3576095
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,2656114237,2424540282,67230780,0,49718043,0,114625132,164343175,68839202,1280957
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,2656114237,2426380611,56564911,0,49718043,0,123450672,173168715,57259999,505382
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,2656114237,2422656221,77199572,0,49718043,0,106540401,156258444,80145115,2449150
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,2656114237,2430789432,0,0,49718043,0,175606762,225324805,0,0
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,2656114237,2430153789,12520436,0,49718043,0,163721969,213440012,12564618,21057
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,2656114237,2430789432,0,0,49718043,0,175606762,225324805,0,0
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,2656114237,2430153789,12520436,0,49718043,0,163721969,213440012,12564618,21057
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,2656114237,2428365828,39795722,0,49718043,0,138234644,187952687,40095007,199694
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,2656114237,2426380611,56564911,0,49718043,0,123450672,173168715,57259999,505382
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,2656114237,2424540282,67230780,0,49718043,0,114625132,164343175,68839202,1280957
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,2656114237,2422656221,77199572,0,49718043,0,106540401,156258444,80145115,2449150
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,2656114237,2420602101,87414502,0,49718043,0,98379591,148097634,92344937,4199108
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,2656114237,2421171580,84609895,0,49718043,0,100614719,150332762,88843829,3576095
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,2656114237,2420602101,87414502,0,49718043,0,98379591,148097634,92344937,4199108
wm_u,2048,1,sieve,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,2656114237,2420082065,89978646,0,49718043,0,96335483,146053526,95806858,5020820
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,2656114237,2430789432,0,0,49718043,0,175606762,225324805,0,0
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,2656114237,2430153789,12520436,0,49718043,0,163721969,213440012,12564618,21057
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,2656114237,2428365828,39795722,0,49718043,0,138234644,187952687,40095007,199694
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,2656114237,2426380611,56564911,0,49718043,0,123450672,173168715,57259999,505382
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,2656114237,2422656221,77199572,0,49718043,0,106540401,156258444,80145115,2449150
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,2656114237,2424540282,67230780,0,49718043,0,114625132,164343175,68839202,1280957
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,2656114237,2421171580,84609895,0,49718043,0,100614719,150332762,88843829,3576095
wm_u,2048,1,gdsf,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,2656114237,2420082065,89978646,0,49718043,0,96335483,146053526,95806858,5020820
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,1,0,0,0,true,2656114237,2430789432,0,0,49718043,0,175606762,225324805,0,0
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.95,0,0,0,true,2656114237,2430153789,12520436,0,49718043,0,163721969,213440012,12564618,21057
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,2656114237,2420602101,87414502,0,49718043,0,98379591,148097634,92344937,4199108
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.9,0,0,0,true,2656114237,2428365828,39795722,0,49718043,0,138234644,187952687,40095007,199694
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.85,0,0,0,true,2656114237,2426380611,56564911,0,49718043,0,123450672,173168715,57259999,505382
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.8,0,0,0,true,2656114237,2424540282,67230780,0,49718043,0,114625132,164343175,68839202,1280957
wm_u,2048,1,arc,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,2656114237,2420082065,89978646,0,49718043,0,96335483,146053526,95806858,5020820
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.75,0,0,0,true,2656114237,2422656221,77199572,0,49718043,0,106540401,156258444,80145115,2449150
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.7,0,0,0,true,2656114237,2421171580,84609895,0,49718043,0,100614719,150332762,88843829,3576095
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.68,0,0,0,true,2656114237,2420602101,87414502,0,49718043,0,98379591,148097634,92344937,4199108
wm_u,2048,1,fifo,ml,models/v9_wm_rfc.onnx,0.66,0,0,0,true,2656114237,2420082065,89978646,0,49718043,0,96335483,146053526,95806858,5020820
